id,tarih,ürün,ürün besin değeri,ürün kategorisi,ürün üretim yeri,market,şehir
24899,2021-07-01,Havuç,42,sebze ve bakliyat,Yurt dışı,C,E
24900,2021-07-01,Salatalık,8,sebze ve bakliyat,Yurt dışı,C,E
24901,2021-07-01,Ispanak,25,sebze ve bakliyat,Yurt dışı,C,E
24902,2021-07-01,Kabak,19,sebze ve bakliyat,Yurt dışı,C,E
24903,2021-07-01,Karnabahar,25,sebze ve bakliyat,Yurt dışı,C,E
24904,2021-07-01,Kereviz-baş,38,sebze ve bakliyat,Yurt dışı,C,E
24905,2021-07-01,Kırmızı-pancar,42,sebze ve bakliyat,Yurt dışı,C,E
24906,2021-07-01,Lahana,24,sebze ve bakliyat,Yurt dışı,C,E
24907,2021-07-01,Mantar,16,sebze ve bakliyat,Yurt dışı,C,E
24908,2021-07-01,Marul,15,sebze ve bakliyat,Yurt dışı,C,E
24909,2021-07-01,Mercimek-kuru,351,sebze ve bakliyat,Yurt dışı,C,E
24910,2021-07-01,Nohut,376,sebze ve bakliyat,Yurt dışı,C,E
24911,2021-07-01,Pancar,42,sebze ve bakliyat,Yurt dışı,C,E
24912,2021-07-01,Patates,83,sebze ve bakliyat,Yurt dışı,C,E
24913,2021-07-01,Patlıcan,24,sebze ve bakliyat,Yurt dışı,C,E
24914,2021-07-01,Pazı,27,sebze ve bakliyat,Yurt dışı,C,E
24915,2021-07-01,Pırasa,52,sebze ve bakliyat,Yurt dışı,C,E
24916,2021-07-01,Semizotu,32,sebze ve bakliyat,Yurt dışı,C,E
24917,2021-07-01,Buğday ekmeği,247,tahıl ve ürünleri,Yurt dışı,C,E
24918,2021-07-01,Bulgur,350,tahıl ve ürünleri,Yurt dışı,C,E
24919,2021-07-01,Erişte,390,tahıl ve ürünleri,Yurt dışı,C,E
24920,2021-07-01,Makarna,390,tahıl ve ürünleri,Yurt dışı,C,E
24921,2021-07-01,Mısır,351,tahıl ve ürünleri,Yurt dışı,C,E
24922,2021-07-01,Mısır unu,353,tahıl ve ürünleri,Yurt dışı,C,E
24923,2021-07-01,Nişasta,353,tahıl ve ürünleri,Yurt dışı,C,E
24924,2021-07-01,Pilav,368,tahıl ve ürünleri,Yurt dışı,C,E
24925,2021-07-01,Pirinç unu,353,tahıl ve ürünleri,Yurt dışı,C,E
24926,2021-07-01,Şehriye,390,tahıl ve ürünleri,Yurt dışı,C,E
24927,2021-07-01,Tarhana,329,tahıl ve ürünleri,Yurt dışı,C,E
24928,2021-07-01,Yulaf unu,402,tahıl ve ürünleri,Yurt dışı,C,E
24929,2021-07-01,yumurta,100,süt ürünleri ve kahvaltılık,Yurt dışı,C,E
24930,2021-07-01,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt dışı,C,E
24931,2021-07-01,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt dışı,C,E
24932,2021-07-01,krema,200,süt ürünleri ve kahvaltılık,Yurt dışı,C,E
24933,2021-07-01,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt dışı,C,E
24934,2021-07-01,sucuk,125,süt ürünleri ve kahvaltılık,Yurt dışı,C,E
24935,2021-07-01,salam,125,süt ürünleri ve kahvaltılık,Yurt dışı,C,E
24936,2021-07-01,sosis,120,süt ürünleri ve kahvaltılık,Yurt dışı,C,E
24937,2021-07-01,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt dışı,C,E
24938,2021-07-01,kaymak,350,süt ürünleri ve kahvaltılık,Yurt dışı,C,E
24939,2021-07-01,bal,400,süt ürünleri ve kahvaltılık,Yurt dışı,C,E
24940,2021-07-01,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt dışı,C,E
24941,2021-07-01,Armut,57,meyve,Yurt dışı,C,E
24942,2021-07-01,Çilek,39,meyve,Yurt dışı,C,E
24943,2021-07-01,Elma,52,meyve,Yurt dışı,C,E
24944,2021-07-01,Erik türleri,60,meyve,Yurt dışı,C,E
24945,2021-07-01,İncir,80,meyve,Yurt dışı,C,E
24946,2021-07-01,Karadut,93,meyve,Yurt dışı,C,E
24947,2021-07-01,Karpuz,24,meyve,Yurt dışı,C,E
24948,2021-07-01,Kavun,28,meyve,Yurt dışı,C,E
24949,2021-07-01,Kayısı,54,meyve,Yurt dışı,C,E
24950,2021-07-01,Kiraz,79,meyve,Yurt dışı,C,E
24951,2021-07-01,Limon,17,meyve,Yurt dışı,C,E
24952,2021-07-01,Mandalina,36,meyve,Yurt dışı,C,E
24953,2021-07-01,Muz,90,meyve,Yurt dışı,C,E
24954,2021-07-01,Nar,77,meyve,Yurt dışı,C,E
24955,2021-07-01,Portakal,41,meyve,Yurt dışı,C,E
24956,2021-07-01,Şeftali,49,meyve,Yurt dışı,C,E
24957,2021-07-01,Üzüm,74,meyve,Yurt dışı,C,E
24958,2021-07-01,Vişne,57,meyve,Yurt dışı,C,E
24959,2021-07-01,fındık,110,kuruyemiş,Yurt dışı,C,E
24960,2021-07-01,fıstık,115,kuruyemiş,Yurt dışı,C,E
24961,2021-07-01,kaju,100,kuruyemiş,Yurt dışı,C,E
24962,2021-07-01,badem,110,kuruyemiş,Yurt dışı,C,E
24963,2021-07-01,ceviz,120,kuruyemiş,Yurt dışı,C,E
24964,2021-07-01,kıyma,120,et,Yurt içi,B,E
24965,2021-07-01,tavuk,103,et,Yurt içi,B,E
24966,2021-07-01,hindi,160,et,Yurt içi,B,E
24967,2021-07-01,Bakla-kuru,354,sebze ve bakliyat,Yurt içi,B,E
24968,2021-07-01,Bakla-taze,72,sebze ve bakliyat,Yurt içi,B,E
24969,2021-07-01,Bamya,42,sebze ve bakliyat,Yurt içi,B,E
24970,2021-07-01,Barbunya-kuru,346,sebze ve bakliyat,Yurt içi,B,E
24971,2021-07-01,Bezelye-taze,47,sebze ve bakliyat,Yurt içi,B,E
24972,2021-07-01,Biber-yeşil,25,sebze ve bakliyat,Yurt içi,B,E
24973,2021-07-01,Brüksel laha.,47,sebze ve bakliyat,Yurt içi,B,E
24974,2021-07-01,Domates,25,sebze ve bakliyat,Yurt içi,B,E
24975,2021-07-01,Enginar,63,sebze ve bakliyat,Yurt içi,B,E
24976,2021-07-01,Fasulye-kuru,333,sebze ve bakliyat,Yurt içi,B,E
24977,2021-07-01,Fasulye-taze,35,sebze ve bakliyat,Yurt içi,B,E
24978,2021-07-01,Havuç,42,sebze ve bakliyat,Yurt içi,B,E
24979,2021-07-01,Salatalık,8,sebze ve bakliyat,Yurt içi,B,E
24980,2021-07-01,Ispanak,25,sebze ve bakliyat,Yurt içi,B,E
24981,2021-07-01,Kabak,19,sebze ve bakliyat,Yurt içi,B,E
24982,2021-07-01,Karnabahar,25,sebze ve bakliyat,Yurt içi,B,E
24983,2021-07-01,Kereviz-baş,38,sebze ve bakliyat,Yurt içi,B,E
24984,2021-07-01,Kırmızı-pancar,42,sebze ve bakliyat,Yurt içi,B,E
24985,2021-07-01,Lahana,24,sebze ve bakliyat,Yurt içi,B,E
24986,2021-07-01,Mantar,16,sebze ve bakliyat,Yurt içi,B,E
24987,2021-07-01,Marul,15,sebze ve bakliyat,Yurt içi,B,E
24988,2021-07-01,Mercimek-kuru,351,sebze ve bakliyat,Yurt içi,B,E
24989,2021-07-01,Nohut,376,sebze ve bakliyat,Yurt içi,B,E
24990,2021-07-01,Pancar,42,sebze ve bakliyat,Yurt içi,B,E
24991,2021-07-01,Patates,83,sebze ve bakliyat,Yurt içi,B,E
24992,2021-07-01,Patlıcan,24,sebze ve bakliyat,Yurt içi,B,E
24993,2021-07-01,Pazı,27,sebze ve bakliyat,Yurt içi,B,E
24994,2021-07-01,Pırasa,52,sebze ve bakliyat,Yurt içi,B,E
24995,2021-07-01,Semizotu,32,sebze ve bakliyat,Yurt içi,B,E
24996,2021-07-01,Buğday ekmeği,247,tahıl ve ürünleri,Yurt içi,B,E
24997,2021-07-01,Bulgur,350,tahıl ve ürünleri,Yurt içi,B,E
24998,2021-07-01,Erişte,390,tahıl ve ürünleri,Yurt içi,B,E
24999,2021-07-01,Makarna,390,tahıl ve ürünleri,Yurt içi,B,E
25000,2021-07-01,Mısır,351,tahıl ve ürünleri,Yurt içi,B,E
25001,2021-07-01,Mısır unu,353,tahıl ve ürünleri,Yurt içi,B,E
25002,2021-07-01,Nişasta,353,tahıl ve ürünleri,Yurt içi,B,E
25003,2021-07-01,Pilav,368,tahıl ve ürünleri,Yurt içi,B,E
25004,2021-07-01,Pirinç unu,353,tahıl ve ürünleri,Yurt içi,B,E
25005,2021-07-01,Şehriye,390,tahıl ve ürünleri,Yurt içi,B,E
25006,2021-07-01,Tarhana,329,tahıl ve ürünleri,Yurt içi,B,E
25007,2021-07-01,Yulaf unu,402,tahıl ve ürünleri,Yurt içi,B,E
25008,2021-07-01,yumurta,100,süt ürünleri ve kahvaltılık,Yurt içi,B,E
25009,2021-07-01,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt içi,B,E
25010,2021-07-01,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt içi,B,E
25011,2021-07-01,krema,200,süt ürünleri ve kahvaltılık,Yurt içi,B,E
25012,2021-07-01,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt içi,B,E
25013,2021-07-01,sucuk,125,süt ürünleri ve kahvaltılık,Yurt içi,B,E
25014,2021-07-01,salam,125,süt ürünleri ve kahvaltılık,Yurt içi,B,E
25015,2021-07-01,sosis,120,süt ürünleri ve kahvaltılık,Yurt içi,B,E
25016,2021-07-01,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt içi,B,E
25017,2021-07-01,kaymak,350,süt ürünleri ve kahvaltılık,Yurt içi,B,E
25018,2021-07-01,bal,400,süt ürünleri ve kahvaltılık,Yurt içi,B,E
25019,2021-07-01,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt içi,B,E
25020,2021-07-01,Armut,57,meyve,Yurt içi,B,E
25021,2021-07-01,Çilek,39,meyve,Yurt içi,B,E
25022,2021-07-01,Elma,52,meyve,Yurt içi,B,E
25023,2021-07-01,Erik türleri,60,meyve,Yurt içi,B,E
25024,2021-07-01,İncir,80,meyve,Yurt içi,B,E
25025,2021-07-01,Karadut,93,meyve,Yurt içi,B,E
25026,2021-07-01,Karpuz,24,meyve,Yurt içi,B,E
25027,2021-07-01,Kavun,28,meyve,Yurt içi,B,E
25028,2021-07-01,Kayısı,54,meyve,Yurt içi,B,E
25029,2021-07-01,Kiraz,79,meyve,Yurt içi,B,E
25030,2021-07-01,Limon,17,meyve,Yurt içi,B,E
25031,2021-07-01,Mandalina,36,meyve,Yurt içi,B,E
25032,2021-07-01,Muz,90,meyve,Yurt içi,B,E
25033,2021-07-01,Nar,77,meyve,Yurt içi,B,E
25034,2021-07-01,Portakal,41,meyve,Yurt içi,B,E
25035,2021-07-01,Şeftali,49,meyve,Yurt içi,B,E
25036,2021-07-01,Üzüm,74,meyve,Yurt içi,B,E
25037,2021-07-01,Vişne,57,meyve,Yurt içi,B,E
25038,2021-07-01,fındık,110,kuruyemiş,Yurt içi,B,E
25039,2021-07-01,fıstık,115,kuruyemiş,Yurt içi,B,E
25040,2021-07-01,kaju,100,kuruyemiş,Yurt içi,B,E
25041,2021-07-01,badem,110,kuruyemiş,Yurt içi,B,E
25042,2021-07-01,ceviz,120,kuruyemiş,Yurt içi,B,E
25043,2021-07-01,kıyma,120,et,Yurt dışı,B,E
25044,2021-07-01,tavuk,103,et,Yurt dışı,B,E
25045,2021-07-01,hindi,160,et,Yurt dışı,B,E
25046,2021-07-01,Bakla-kuru,354,sebze ve bakliyat,Yurt dışı,B,E
25047,2021-07-01,Bakla-taze,72,sebze ve bakliyat,Yurt dışı,B,E
25048,2021-07-01,Bamya,42,sebze ve bakliyat,Yurt dışı,B,E
25049,2021-07-01,Barbunya-kuru,346,sebze ve bakliyat,Yurt dışı,B,E
25050,2021-07-01,Bezelye-taze,47,sebze ve bakliyat,Yurt dışı,B,E
25051,2021-07-01,Biber-yeşil,25,sebze ve bakliyat,Yurt dışı,B,E
25052,2021-07-01,Brüksel laha.,47,sebze ve bakliyat,Yurt dışı,B,E
25053,2021-07-01,Domates,25,sebze ve bakliyat,Yurt dışı,B,E
25054,2021-07-01,Enginar,63,sebze ve bakliyat,Yurt dışı,B,E
25055,2021-07-01,Fasulye-kuru,333,sebze ve bakliyat,Yurt dışı,B,E
25056,2021-07-01,Fasulye-taze,35,sebze ve bakliyat,Yurt dışı,B,E
25057,2021-07-01,Havuç,42,sebze ve bakliyat,Yurt dışı,B,E
25058,2021-07-01,Salatalık,8,sebze ve bakliyat,Yurt dışı,B,E
25059,2021-07-01,Ispanak,25,sebze ve bakliyat,Yurt dışı,B,E
25060,2021-07-01,Kabak,19,sebze ve bakliyat,Yurt dışı,B,E
25061,2021-07-01,Karnabahar,25,sebze ve bakliyat,Yurt dışı,B,E
25062,2021-07-01,Kereviz-baş,38,sebze ve bakliyat,Yurt dışı,B,E
25063,2021-07-01,Kırmızı-pancar,42,sebze ve bakliyat,Yurt dışı,B,E
25064,2021-07-01,Lahana,24,sebze ve bakliyat,Yurt dışı,B,E
25065,2021-07-01,Mantar,16,sebze ve bakliyat,Yurt dışı,B,E
25066,2021-07-01,Marul,15,sebze ve bakliyat,Yurt dışı,B,E
25067,2021-07-01,Mercimek-kuru,351,sebze ve bakliyat,Yurt dışı,B,E
25068,2021-07-01,Nohut,376,sebze ve bakliyat,Yurt dışı,B,E
25069,2021-07-01,Pancar,42,sebze ve bakliyat,Yurt dışı,B,E
25070,2021-07-01,Patates,83,sebze ve bakliyat,Yurt dışı,B,E
25071,2021-07-01,Patlıcan,24,sebze ve bakliyat,Yurt dışı,B,E
25072,2021-07-01,Pazı,27,sebze ve bakliyat,Yurt dışı,B,E
25073,2021-07-01,Pırasa,52,sebze ve bakliyat,Yurt dışı,B,E
25074,2021-07-01,Semizotu,32,sebze ve bakliyat,Yurt dışı,B,E
25075,2021-07-01,Buğday ekmeği,247,tahıl ve ürünleri,Yurt dışı,B,E
25076,2021-07-01,Bulgur,350,tahıl ve ürünleri,Yurt dışı,B,E
25077,2021-07-01,Erişte,390,tahıl ve ürünleri,Yurt dışı,B,E
25078,2021-07-01,Makarna,390,tahıl ve ürünleri,Yurt dışı,B,E
25079,2021-07-01,Mısır,351,tahıl ve ürünleri,Yurt dışı,B,E
25080,2021-07-01,Mısır unu,353,tahıl ve ürünleri,Yurt dışı,B,E
25081,2021-07-01,Nişasta,353,tahıl ve ürünleri,Yurt dışı,B,E
25082,2021-07-01,Pilav,368,tahıl ve ürünleri,Yurt dışı,B,E
25083,2021-07-01,Pirinç unu,353,tahıl ve ürünleri,Yurt dışı,B,E
25084,2021-07-01,Şehriye,390,tahıl ve ürünleri,Yurt dışı,B,E
25085,2021-07-01,Tarhana,329,tahıl ve ürünleri,Yurt dışı,B,E
25086,2021-07-01,Yulaf unu,402,tahıl ve ürünleri,Yurt dışı,B,E
25087,2021-07-01,yumurta,100,süt ürünleri ve kahvaltılık,Yurt dışı,B,E
25088,2021-07-01,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt dışı,B,E
25089,2021-07-01,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt dışı,B,E
25090,2021-07-01,krema,200,süt ürünleri ve kahvaltılık,Yurt dışı,B,E
25091,2021-07-01,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt dışı,B,E
25092,2021-07-01,sucuk,125,süt ürünleri ve kahvaltılık,Yurt dışı,B,E
25093,2021-07-01,salam,125,süt ürünleri ve kahvaltılık,Yurt dışı,B,E
25094,2021-07-01,sosis,120,süt ürünleri ve kahvaltılık,Yurt dışı,B,E
25095,2021-07-01,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt dışı,B,E
25096,2021-07-01,kaymak,350,süt ürünleri ve kahvaltılık,Yurt dışı,B,E
25097,2021-07-01,bal,400,süt ürünleri ve kahvaltılık,Yurt dışı,B,E
25098,2021-07-01,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt dışı,B,E
25099,2021-07-01,Armut,57,meyve,Yurt dışı,B,E
25100,2021-07-01,Çilek,39,meyve,Yurt dışı,B,E
25101,2021-07-01,Elma,52,meyve,Yurt dışı,B,E
25102,2021-07-01,Erik türleri,60,meyve,Yurt dışı,B,E
25103,2021-07-01,İncir,80,meyve,Yurt dışı,B,E
25104,2021-07-01,Karadut,93,meyve,Yurt dışı,B,E
25105,2021-07-01,Karpuz,24,meyve,Yurt dışı,B,E
25106,2021-07-01,Kavun,28,meyve,Yurt dışı,B,E
25107,2021-07-01,Kayısı,54,meyve,Yurt dışı,B,E
25108,2021-07-01,Kiraz,79,meyve,Yurt dışı,B,E
25109,2021-07-01,Limon,17,meyve,Yurt dışı,B,E
25110,2021-07-01,Mandalina,36,meyve,Yurt dışı,B,E
25111,2021-07-01,Muz,90,meyve,Yurt dışı,B,E
25112,2021-07-01,Nar,77,meyve,Yurt dışı,B,E
25113,2021-07-01,Portakal,41,meyve,Yurt dışı,B,E
25114,2021-07-01,Şeftali,49,meyve,Yurt dışı,B,E
25115,2021-07-01,Üzüm,74,meyve,Yurt dışı,B,E
25116,2021-07-01,Vişne,57,meyve,Yurt dışı,B,E
25117,2021-07-01,fındık,110,kuruyemiş,Yurt dışı,B,E
25118,2021-07-01,fıstık,115,kuruyemiş,Yurt dışı,B,E
25119,2021-07-01,kaju,100,kuruyemiş,Yurt dışı,B,E
25120,2021-07-01,badem,110,kuruyemiş,Yurt dışı,B,E
25121,2021-07-01,ceviz,120,kuruyemiş,Yurt dışı,B,E
25122,2021-07-01,kıyma,120,et,Yurt içi,M,F
25123,2021-07-01,tavuk,103,et,Yurt içi,M,F
25124,2021-07-01,hindi,160,et,Yurt içi,M,F
25125,2021-07-01,Bakla-kuru,354,sebze ve bakliyat,Yurt içi,M,F
25126,2021-07-01,Bakla-taze,72,sebze ve bakliyat,Yurt içi,M,F
25127,2021-07-01,Bamya,42,sebze ve bakliyat,Yurt içi,M,F
25128,2021-07-01,Barbunya-kuru,346,sebze ve bakliyat,Yurt içi,M,F
25129,2021-07-01,Bezelye-taze,47,sebze ve bakliyat,Yurt içi,M,F
25130,2021-07-01,Biber-yeşil,25,sebze ve bakliyat,Yurt içi,M,F
25131,2021-07-01,Brüksel laha.,47,sebze ve bakliyat,Yurt içi,M,F
25132,2021-07-01,Domates,25,sebze ve bakliyat,Yurt içi,M,F
25133,2021-07-01,Enginar,63,sebze ve bakliyat,Yurt içi,M,F
25134,2021-07-01,Fasulye-kuru,333,sebze ve bakliyat,Yurt içi,M,F
25135,2021-07-01,Fasulye-taze,35,sebze ve bakliyat,Yurt içi,M,F
25136,2021-07-01,Havuç,42,sebze ve bakliyat,Yurt içi,M,F
25137,2021-07-01,Salatalık,8,sebze ve bakliyat,Yurt içi,M,F
25138,2021-07-01,Ispanak,25,sebze ve bakliyat,Yurt içi,M,F
25139,2021-07-01,Kabak,19,sebze ve bakliyat,Yurt içi,M,F
25140,2021-07-01,Karnabahar,25,sebze ve bakliyat,Yurt içi,M,F
25141,2021-07-01,Kereviz-baş,38,sebze ve bakliyat,Yurt içi,M,F
25142,2021-07-01,Kırmızı-pancar,42,sebze ve bakliyat,Yurt içi,M,F
25143,2021-07-01,Lahana,24,sebze ve bakliyat,Yurt içi,M,F
25144,2021-07-01,Mantar,16,sebze ve bakliyat,Yurt içi,M,F
25145,2021-07-01,Marul,15,sebze ve bakliyat,Yurt içi,M,F
25146,2021-07-01,Mercimek-kuru,351,sebze ve bakliyat,Yurt içi,M,F
25147,2021-07-01,Nohut,376,sebze ve bakliyat,Yurt içi,M,F
25148,2021-07-01,Pancar,42,sebze ve bakliyat,Yurt içi,M,F
25149,2021-07-01,Patates,83,sebze ve bakliyat,Yurt içi,M,F
25150,2021-07-01,Patlıcan,24,sebze ve bakliyat,Yurt içi,M,F
25151,2021-07-01,Pazı,27,sebze ve bakliyat,Yurt içi,M,F
25152,2021-07-01,Pırasa,52,sebze ve bakliyat,Yurt içi,M,F
25153,2021-07-01,Semizotu,32,sebze ve bakliyat,Yurt içi,M,F
25154,2021-07-01,Buğday ekmeği,247,tahıl ve ürünleri,Yurt içi,M,F
25155,2021-07-01,Bulgur,350,tahıl ve ürünleri,Yurt içi,M,F
25156,2021-07-01,Erişte,390,tahıl ve ürünleri,Yurt içi,M,F
25157,2021-07-01,Makarna,390,tahıl ve ürünleri,Yurt içi,M,F
25158,2021-07-01,Mısır,351,tahıl ve ürünleri,Yurt içi,M,F
25159,2021-07-01,Mısır unu,353,tahıl ve ürünleri,Yurt içi,M,F
25160,2021-07-01,Nişasta,353,tahıl ve ürünleri,Yurt içi,M,F
25161,2021-07-01,Pilav,368,tahıl ve ürünleri,Yurt içi,M,F
25162,2021-07-01,Pirinç unu,353,tahıl ve ürünleri,Yurt içi,M,F
25163,2021-07-01,Şehriye,390,tahıl ve ürünleri,Yurt içi,M,F
25164,2021-07-01,Tarhana,329,tahıl ve ürünleri,Yurt içi,M,F
25165,2021-07-01,Yulaf unu,402,tahıl ve ürünleri,Yurt içi,M,F
25166,2021-07-01,yumurta,100,süt ürünleri ve kahvaltılık,Yurt içi,M,F
25167,2021-07-01,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt içi,M,F
25168,2021-07-01,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt içi,M,F
25169,2021-07-01,krema,200,süt ürünleri ve kahvaltılık,Yurt içi,M,F
25170,2021-07-01,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt içi,M,F
25171,2021-07-01,sucuk,125,süt ürünleri ve kahvaltılık,Yurt içi,M,F
25172,2021-07-01,salam,125,süt ürünleri ve kahvaltılık,Yurt içi,M,F
25173,2021-07-01,sosis,120,süt ürünleri ve kahvaltılık,Yurt içi,M,F
25174,2021-07-01,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt içi,M,F
25175,2021-07-01,kaymak,350,süt ürünleri ve kahvaltılık,Yurt içi,M,F
25176,2021-07-01,bal,400,süt ürünleri ve kahvaltılık,Yurt içi,M,F
25177,2021-07-01,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt içi,M,F
25178,2021-07-01,Armut,57,meyve,Yurt içi,M,F
25179,2021-07-01,Çilek,39,meyve,Yurt içi,M,F
25180,2021-07-01,Elma,52,meyve,Yurt içi,M,F
25181,2021-07-01,Erik türleri,60,meyve,Yurt içi,M,F
25182,2021-07-01,İncir,80,meyve,Yurt içi,M,F
25183,2021-07-01,Karadut,93,meyve,Yurt içi,M,F
25184,2021-07-01,Karpuz,24,meyve,Yurt içi,M,F
25185,2021-07-01,Kavun,28,meyve,Yurt içi,M,F
25186,2021-07-01,Kayısı,54,meyve,Yurt içi,M,F
25187,2021-07-01,Kiraz,79,meyve,Yurt içi,M,F
25188,2021-07-01,Limon,17,meyve,Yurt içi,M,F
25189,2021-07-01,Mandalina,36,meyve,Yurt içi,M,F
25190,2021-07-01,Muz,90,meyve,Yurt içi,M,F
25191,2021-07-01,Nar,77,meyve,Yurt içi,M,F
25192,2021-07-01,Portakal,41,meyve,Yurt içi,M,F
25193,2021-07-01,Şeftali,49,meyve,Yurt içi,M,F
25194,2021-07-01,Üzüm,74,meyve,Yurt içi,M,F
25195,2021-07-01,Vişne,57,meyve,Yurt içi,M,F
25196,2021-07-01,fındık,110,kuruyemiş,Yurt içi,M,F
25197,2021-07-01,fıstık,115,kuruyemiş,Yurt içi,M,F
25198,2021-07-01,kaju,100,kuruyemiş,Yurt içi,M,F
25199,2021-07-01,badem,110,kuruyemiş,Yurt içi,M,F
25200,2021-07-01,ceviz,120,kuruyemiş,Yurt içi,M,F
25201,2021-07-01,kıyma,120,et,Yurt dışı,M,F
25202,2021-07-01,tavuk,103,et,Yurt dışı,M,F
25203,2021-07-01,hindi,160,et,Yurt dışı,M,F
25204,2021-07-01,Bakla-kuru,354,sebze ve bakliyat,Yurt dışı,M,F
25205,2021-07-01,Bakla-taze,72,sebze ve bakliyat,Yurt dışı,M,F
25206,2021-07-01,Bamya,42,sebze ve bakliyat,Yurt dışı,M,F
25207,2021-07-01,Barbunya-kuru,346,sebze ve bakliyat,Yurt dışı,M,F
25208,2021-07-01,Bezelye-taze,47,sebze ve bakliyat,Yurt dışı,M,F
25209,2021-07-01,Biber-yeşil,25,sebze ve bakliyat,Yurt dışı,M,F
25210,2021-07-01,Brüksel laha.,47,sebze ve bakliyat,Yurt dışı,M,F
25211,2021-07-01,Domates,25,sebze ve bakliyat,Yurt dışı,M,F
25212,2021-07-01,Enginar,63,sebze ve bakliyat,Yurt dışı,M,F
25213,2021-07-01,Fasulye-kuru,333,sebze ve bakliyat,Yurt dışı,M,F
25214,2021-07-01,Fasulye-taze,35,sebze ve bakliyat,Yurt dışı,M,F
25215,2021-07-01,Havuç,42,sebze ve bakliyat,Yurt dışı,M,F
25216,2021-07-01,Salatalık,8,sebze ve bakliyat,Yurt dışı,M,F
25217,2021-07-01,Ispanak,25,sebze ve bakliyat,Yurt dışı,M,F
25218,2021-07-01,Kabak,19,sebze ve bakliyat,Yurt dışı,M,F
25219,2021-07-01,Karnabahar,25,sebze ve bakliyat,Yurt dışı,M,F
25220,2021-07-01,Kereviz-baş,38,sebze ve bakliyat,Yurt dışı,M,F
25221,2021-07-01,Kırmızı-pancar,42,sebze ve bakliyat,Yurt dışı,M,F
25222,2021-07-01,Lahana,24,sebze ve bakliyat,Yurt dışı,M,F
25223,2021-07-01,Mantar,16,sebze ve bakliyat,Yurt dışı,M,F
25224,2021-07-01,Marul,15,sebze ve bakliyat,Yurt dışı,M,F
25225,2021-07-01,Mercimek-kuru,351,sebze ve bakliyat,Yurt dışı,M,F
25226,2021-07-01,Nohut,376,sebze ve bakliyat,Yurt dışı,M,F
25227,2021-07-01,Pancar,42,sebze ve bakliyat,Yurt dışı,M,F
25228,2021-07-01,Patates,83,sebze ve bakliyat,Yurt dışı,M,F
25229,2021-07-01,Patlıcan,24,sebze ve bakliyat,Yurt dışı,M,F
25230,2021-07-01,Pazı,27,sebze ve bakliyat,Yurt dışı,M,F
25231,2021-07-01,Pırasa,52,sebze ve bakliyat,Yurt dışı,M,F
25232,2021-07-01,Semizotu,32,sebze ve bakliyat,Yurt dışı,M,F
25233,2021-07-01,Buğday ekmeği,247,tahıl ve ürünleri,Yurt dışı,M,F
25234,2021-07-01,Bulgur,350,tahıl ve ürünleri,Yurt dışı,M,F
25235,2021-07-01,Erişte,390,tahıl ve ürünleri,Yurt dışı,M,F
25236,2021-07-01,Makarna,390,tahıl ve ürünleri,Yurt dışı,M,F
25237,2021-07-01,Mısır,351,tahıl ve ürünleri,Yurt dışı,M,F
25238,2021-07-01,Mısır unu,353,tahıl ve ürünleri,Yurt dışı,M,F
25239,2021-07-01,Nişasta,353,tahıl ve ürünleri,Yurt dışı,M,F
25240,2021-07-01,Pilav,368,tahıl ve ürünleri,Yurt dışı,M,F
25241,2021-07-01,Pirinç unu,353,tahıl ve ürünleri,Yurt dışı,M,F
25242,2021-07-01,Şehriye,390,tahıl ve ürünleri,Yurt dışı,M,F
25243,2021-07-01,Tarhana,329,tahıl ve ürünleri,Yurt dışı,M,F
25244,2021-07-01,Yulaf unu,402,tahıl ve ürünleri,Yurt dışı,M,F
25245,2021-07-01,yumurta,100,süt ürünleri ve kahvaltılık,Yurt dışı,M,F
25246,2021-07-01,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt dışı,M,F
25247,2021-07-01,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt dışı,M,F
25248,2021-07-01,krema,200,süt ürünleri ve kahvaltılık,Yurt dışı,M,F
25249,2021-07-01,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt dışı,M,F
